id_phantom,Phantom_Count,Phantom_Build,Phantom_Death
172,1.0,,
173,2.0,2,False
174,1.0,,
175,2.0,3,False
176,1.0,,
177,2.0,3,False
178,1.0,,
179,2.0,5,True
180,2.0,3,False
181,2.0,4,True
182,2.0,5,True
183,2.0,4,False
184,1.0,,
185,2.0,2,True
186,1.0,,
187,2.0,5,True
188,2.0,4,True
189,2.0,4,True
190,2.0,4,True
191,1.0,,
192,2.0,4,False
193,2.0,4,False
194,1.0,,
195,2.0,1,True
196,2.0,1,False
197,1.0,,
198,1.0,,
199,2.0,4,False
200,2.0,1,False
201,2.0,4,True
202,2.0,2,True
203,2.0,1,False
204,2.0,1,False
205,2.0,3,True
206,2.0,2,False
207,2.0,2,True
208,2.0,3,False
209,1.0,,
210,2.0,2,False
211,2.0,1,True
212,1.0,,
213,2.0,1,False
214,2.0,2,False
215,2.0,5,True
216,2.0,1,True
217,2.0,3,False
218,2.0,2,True
219,1.0,,
220,2.0,1,True
221,2.0,3,True
222,2.0,5,False
223,1.0,,
224,2.0,2,True
225,2.0,1,False
226,2.0,5,False
227,1.0,,
228,2.0,5,True
229,1.0,,
230,2.0,4,False
231,1.0,,
232,2.0,3,True
233,2.0,5,False
234,2.0,5,True
235,2.0,3,False
236,2.0,3,True
237,2.0,1,True
238,2.0,4,True
239,2.0,3,True
240,2.0,5,False
241,2.0,2,True
242,2.0,5,True
243,1.0,,
244,1.0,,
245,1.0,,
246,1.0,,
247,2.0,5,False
248,1.0,,
249,2.0,5,True
250,2.0,2,False
251,2.0,1,True
252,2.0,4,False
253,1.0,,
254,2.0,3,False
255,1.0,,
256,2.0,3,False
257,2.0,1,True
258,2.0,1,True
259,2.0,4,False
260,1.0,,
261,2.0,2,False
262,2.0,1,False
263,2.0,1,False
264,1.0,,
265,2.0,3,True
266,2.0,1,False
267,1.0,,
268,1.0,,
269,2.0,3,False
270,1.0,,
271,2.0,4,False
272,2.0,1,True
273,1.0,,
274,2.0,2,False
275,2.0,2,True
276,1.0,,
277,2.0,3,True
278,1.0,,
279,2.0,2,True
280,1.0,,
281,1.0,,
282,2.0,2,False
283,2.0,3,True
284,1.0,,
285,2.0,5,False
286,2.0,4,False
287,1.0,,
288,2.0,2,True
289,2.0,1,False
290,2.0,5,False
291,1.0,,
292,2.0,5,False
293,2.0,3,True
294,2.0,4,False
295,2.0,2,True
296,2.0,1,True
297,2.0,1,True
298,2.0,4,False
299,2.0,2,True
300,2.0,5,True
301,1.0,,
302,2.0,1,False
303,2.0,5,True
304,2.0,2,False
305,1.0,,
306,2.0,5,True
307,2.0,3,False
308,2.0,3,True
309,2.0,4,True
310,2.0,3,False
311,2.0,1,True
312,1.0,,
313,2.0,1,True
314,2.0,2,False
315,1.0,,
316,2.0,2,True
317,2.0,1,True
318,2.0,1,False
319,1.0,,
320,2.0,3,False
321,2.0,2,False
322,2.0,5,False
323,2.0,2,False
324,2.0,4,False
325,2.0,5,False
326,1.0,,
327,2.0,4,False
328,2.0,2,False
329,1.0,,
330,2.0,1,True
331,2.0,2,False
332,2.0,4,True
333,1.0,,
334,2.0,3,True
335,1.0,,
336,1.0,,
337,1.0,,
338,2.0,5,True
339,2.0,5,True
340,2.0,2,True
341,1.0,,
342,2.0,4,False
343,2.0,4,True
344,1.0,,
345,2.0,2,False
346,1.0,,
347,1.0,,
348,1.0,,
349,2.0,4,False
350,2.0,5,False
351,1.0,,
352,1.0,,
353,2.0,1,True
354,2.0,4,True
355,2.0,3,False
356,1.0,,
357,2.0,3,False
358,2.0,1,False
359,2.0,4,True
360,2.0,2,False
361,2.0,2,True
362,2.0,1,False
363,1.0,,
364,2.0,3,True
365,1.0,,
366,2.0,4,False
367,1.0,,
368,2.0,5,True
369,2.0,3,True
370,2.0,3,True
371,2.0,1,False
372,2.0,4,True
373,2.0,2,False
374,2.0,4,False
375,2.0,1,True
376,1.0,,
377,1.0,,
378,2.0,5,True
379,1.0,,
380,2.0,4,True
381,2.0,2,True
382,1.0,,
383,2.0,5,False
384,2.0,3,True
385,1.0,,
386,2.0,4,True
387,1.0,,
388,2.0,5,False
389,2.0,5,True
390,2.0,2,True
391,1.0,,
392,2.0,4,True
393,1.0,,
394,2.0,5,True
395,1.0,,
396,2.0,4,False
397,2.0,3,False
398,2.0,4,True
399,2.0,4,True
400,2.0,2,True
401,2.0,3,False
402,1.0,,
403,1.0,,
404,1.0,,
405,1.0,,
406,2.0,4,True
407,2.0,4,False
408,1.0,,
409,2.0,3,False
410,1.0,,
411,1.0,,
412,1.0,,
413,1.0,,
414,2.0,3,False
415,2.0,1,False
416,2.0,2,True
417,2.0,5,True
418,1.0,,
419,2.0,5,True
420,2.0,5,True
421,2.0,2,False
422,2.0,5,True
423,1.0,,
424,1.0,,
425,2.0,2,False
426,1.0,,
427,1.0,,
428,1.0,,
429,1.0,,
430,2.0,5,False
431,2.0,4,True
432,1.0,,
433,2.0,5,False
434,1.0,,
435,1.0,,
436,2.0,3,True
437,2.0,3,False
438,2.0,1,True
439,2.0,2,False
440,1.0,,
441,1.0,,
442,1.0,,
443,2.0,4,True
444,1.0,,
445,2.0,1,True
446,2.0,3,False
447,2.0,3,False
448,1.0,,
449,2.0,2,False
450,1.0,,
451,2.0,3,True
452,1.0,,
453,2.0,4,False
454,2.0,3,False
455,2.0,5,False
456,1.0,,
457,1.0,,
458,1.0,,
459,2.0,4,True
460,2.0,4,True
461,2.0,2,False
462,2.0,5,False
463,1.0,,
464,2.0,5,True
465,2.0,5,True
466,2.0,5,False
467,2.0,2,False
468,2.0,1,False
469,2.0,5,True
470,1.0,,
471,2.0,3,False
472,2.0,5,False
473,2.0,5,True
474,2.0,1,True
475,2.0,2,False
476,2.0,5,True
477,2.0,5,True
478,2.0,4,False
479,2.0,5,True
480,2.0,1,False
481,2.0,1,False
482,2.0,5,True
483,2.0,2,True
484,2.0,3,False
485,1.0,,
486,2.0,4,True
487,2.0,3,True
488,2.0,2,False
489,1.0,,
490,1.0,,
491,1.0,,
492,1.0,,
493,1.0,,
494,2.0,5,True
495,2.0,3,False
496,2.0,2,False
497,2.0,5,False
498,2.0,5,True
499,2.0,2,True
500,1.0,,
501,2.0,5,True
502,1.0,,
503,2.0,2,True
504,2.0,3,True
505,1.0,,
506,1.0,,
507,1.0,,
508,2.0,5,False
509,2.0,4,True
510,1.0,,
511,2.0,4,True
512,2.0,3,True
513,2.0,4,False
514,2.0,5,False
515,1.0,,
516,1.0,,
517,2.0,1,True
518,1.0,,
519,2.0,2,True
520,2.0,5,True
521,2.0,3,True
522,1.0,,
523,1.0,,
524,2.0,1,False
525,1.0,,
526,1.0,,
527,2.0,2,True
528,2.0,2,True
529,1.0,,
530,2.0,5,False
531,2.0,2,False
532,1.0,,
533,2.0,1,True
534,2.0,4,True
535,2.0,2,True
536,2.0,2,False
537,2.0,4,True
538,2.0,3,True
539,1.0,,
540,2.0,1,True
541,2.0,3,True
542,2.0,5,False
543,2.0,1,False
544,1.0,,
545,2.0,2,False
546,2.0,5,True
547,2.0,3,True
548,2.0,2,False
549,1.0,,
550,2.0,5,True
551,2.0,4,False
552,2.0,1,False
553,2.0,5,False
554,2.0,4,True
555,2.0,5,True
556,1.0,,
557,1.0,,
558,2.0,3,True
559,2.0,1,True
560,2.0,4,False
561,1.0,,
562,1.0,,
563,2.0,1,False
564,1.0,,
565,1.0,,
566,1.0,,
567,2.0,4,False
568,2.0,2,True
569,2.0,3,False
570,2.0,5,False
571,2.0,4,True
572,2.0,5,False
573,2.0,4,True
574,2.0,4,False
575,1.0,,
576,2.0,3,True
577,2.0,1,False
578,2.0,1,True
579,1.0,,
580,1.0,,
581,2.0,3,True
582,2.0,4,False
583,1.0,,
584,2.0,4,False
585,2.0,5,False
586,1.0,,
587,1.0,,
588,2.0,4,False
589,2.0,2,False
590,2.0,3,True
591,2.0,5,True
592,2.0,3,True
593,2.0,5,False
594,2.0,3,True
595,2.0,5,True
596,2.0,5,False
597,2.0,1,False
598,1.0,,
599,1.0,,
600,2.0,1,True
601,2.0,1,True
602,2.0,1,True
603,2.0,3,False
604,2.0,2,True
605,2.0,4,True
606,2.0,2,False
607,1.0,,
608,2.0,4,True
609,1.0,,
610,2.0,3,False
611,2.0,5,False
612,1.0,,
613,2.0,4,True
614,2.0,4,True
615,1.0,,
616,2.0,3,True
617,1.0,,
618,2.0,3,True
619,2.0,3,True
620,2.0,2,False
621,2.0,1,False
622,2.0,3,True
623,2.0,4,False
624,2.0,1,True
625,2.0,4,True
626,2.0,2,True
627,2.0,5,False
628,1.0,,
629,2.0,4,True
630,2.0,2,False
631,1.0,,
632,2.0,2,False
633,2.0,2,False
634,2.0,5,False
635,2.0,5,True
636,1.0,,
637,1.0,,
638,1.0,,
639,2.0,3,True
640,2.0,4,True
641,2.0,4,True
642,2.0,4,True
643,2.0,3,False
644,2.0,5,False
645,2.0,1,True
646,2.0,3,False
647,2.0,3,True
648,2.0,3,False
649,2.0,5,True
650,1.0,,
651,2.0,1,False
652,2.0,3,True
653,1.0,,
654,2.0,1,False
655,1.0,,
656,2.0,5,True
657,2.0,1,False
658,2.0,4,True
659,2.0,3,False
660,2.0,1,False
661,2.0,3,True
662,2.0,1,True
663,1.0,,
664,1.0,,
665,2.0,2,False
666,2.0,4,False
667,1.0,,
668,2.0,1,True
669,1.0,,
670,2.0,5,False
671,2.0,1,False
672,2.0,2,False
673,1.0,,
674,2.0,2,False
675,2.0,2,False
676,2.0,1,True
677,2.0,1,True
678,1.0,,
679,1.0,,
680,2.0,1,True
681,1.0,,
682,2.0,2,False
683,1.0,,
684,2.0,1,True
685,2.0,4,True
686,2.0,5,False
687,1.0,,
688,2.0,1,True
689,2.0,2,False
690,1.0,,
691,2.0,4,False
692,2.0,2,True
693,2.0,3,True
694,1.0,,
695,2.0,5,False
696,1.0,,
697,2.0,4,False
698,2.0,2,False
699,2.0,1,False
700,2.0,3,True
701,2.0,2,True
702,2.0,4,True
703,2.0,1,False
704,1.0,,
705,2.0,1,False
706,1.0,,
707,2.0,5,False
708,2.0,5,False
709,1.0,,
710,2.0,2,True
711,1.0,,
712,2.0,5,False
713,1.0,,
714,2.0,5,False
715,2.0,1,True
716,1.0,,
717,2.0,3,True
718,2.0,4,False
719,1.0,,
720,1.0,,
721,2.0,4,True
722,2.0,4,True
723,1.0,,
724,2.0,1,False
725,2.0,1,False
726,1.0,,
727,2.0,3,True
728,1.0,,
729,1.0,,
730,2.0,2,False
731,2.0,5,False
732,1.0,,
733,2.0,1,False
734,2.0,4,False
735,1.0,,
736,2.0,2,False
737,2.0,4,True
738,2.0,5,False
739,2.0,3,True
740,1.0,,
741,2.0,4,True
742,2.0,1,False
743,1.0,,
744,2.0,5,False
745,1.0,,
746,2.0,4,True
747,2.0,3,True
748,2.0,1,True
749,1.0,,
750,2.0,3,False
751,2.0,2,True
752,2.0,1,False
753,2.0,5,False
754,2.0,2,False
755,2.0,1,False
756,1.0,,
757,1.0,,
758,2.0,4,True
759,2.0,4,False
760,1.0,,
761,2.0,5,False
762,2.0,2,True
763,1.0,,
764,2.0,5,True
765,1.0,,
766,2.0,1,True
767,2.0,4,True
768,2.0,5,True
769,1.0,,
770,1.0,,
771,1.0,,
772,2.0,5,True
773,1.0,,
774,1.0,,
775,1.0,,
776,1.0,,
777,1.0,,
778,2.0,2,False
779,2.0,5,True
780,2.0,3,False
781,2.0,2,True
782,2.0,3,False
783,2.0,4,True
784,2.0,5,True
785,2.0,3,True
786,2.0,2,False
787,1.0,,
788,2.0,5,False
789,2.0,5,True
790,2.0,4,True
791,2.0,5,True
792,2.0,5,False
793,2.0,3,True
794,2.0,4,True
795,1.0,,
796,2.0,1,True
797,2.0,5,False
798,1.0,,
799,1.0,,
800,2.0,4,False
801,2.0,4,True
802,1.0,,
803,1.0,,
804,2.0,4,True
805,2.0,5,False
806,1.0,,
807,1.0,,
808,1.0,,
809,1.0,,
810,2.0,1,False
811,2.0,5,True
812,1.0,,
813,2.0,2,True
814,2.0,4,False
815,2.0,5,True
816,2.0,5,True
817,2.0,5,True
818,1.0,,
819,1.0,,
820,2.0,5,True
821,2.0,1,False
822,2.0,4,True
823,1.0,,
824,1.0,,
825,2.0,4,True
826,2.0,1,False
827,2.0,5,True
828,2.0,1,False
829,2.0,3,False
830,2.0,2,False
831,2.0,2,True
832,2.0,2,False
833,2.0,4,False
834,2.0,3,False
835,2.0,1,True
836,1.0,,
837,2.0,3,True
838,2.0,1,True
839,2.0,3,True
840,2.0,5,True
841,2.0,4,False
842,1.0,,
843,2.0,3,True
844,1.0,,
845,2.0,4,True
846,1.0,,
847,2.0,1,False
848,2.0,5,True
849,2.0,4,False
850,2.0,3,True
851,2.0,4,True
852,1.0,,
853,1.0,,
854,2.0,5,True
855,2.0,2,True
856,1.0,,
857,1.0,,
858,1.0,,
859,2.0,5,True
860,2.0,3,False
861,2.0,3,False
862,2.0,3,True
863,1.0,,
864,1.0,,
865,1.0,,
866,2.0,3,True
867,1.0,,
868,2.0,1,False
869,2.0,3,True
870,2.0,4,True
871,2.0,4,True
872,2.0,3,True
873,1.0,,
874,1.0,,
875,2.0,1,False
876,1.0,,
877,1.0,,
878,2.0,1,True
879,2.0,3,False
880,2.0,2,True
881,2.0,4,True
882,1.0,,
883,1.0,,
884,2.0,3,False
885,2.0,1,True
886,2.0,4,True
887,2.0,4,False
888,2.0,3,True
889,1.0,,
890,2.0,5,True
891,2.0,2,True
892,2.0,1,True
893,1.0,,
894,2.0,5,False
895,2.0,3,True
896,1.0,,
897,2.0,4,True
898,1.0,,
899,2.0,3,True
900,2.0,1,False
901,1.0,,
902,2.0,2,True
903,2.0,1,False
904,2.0,3,True
905,2.0,1,True
906,2.0,5,False
907,1.0,,
908,2.0,2,True
909,2.0,2,True
910,2.0,4,True
911,2.0,1,False
912,2.0,2,False
913,2.0,1,False
914,2.0,2,False
915,2.0,2,True
916,2.0,5,True
917,1.0,,
918,2.0,5,True
919,2.0,2,False
920,2.0,4,True
921,1.0,,
922,1.0,,
923,2.0,1,False
924,1.0,,
925,1.0,,
926,2.0,3,True
927,1.0,,
928,2.0,5,False
929,2.0,5,False
930,2.0,4,False
931,2.0,5,True
932,1.0,,
933,1.0,,
934,2.0,1,True
935,1.0,,
936,2.0,1,False
937,1.0,,
938,1.0,,
939,1.0,,
940,2.0,3,False
941,2.0,4,False
942,2.0,3,False
943,2.0,1,True
944,2.0,2,False
945,2.0,4,True
946,2.0,2,False
947,2.0,5,True
948,1.0,,
949,1.0,,
950,1.0,,
951,2.0,4,False
952,2.0,5,True
953,1.0,,
954,1.0,,
955,2.0,1,False
956,2.0,1,False
957,2.0,3,True
958,1.0,,
959,1.0,,
960,2.0,2,False
961,2.0,5,True
962,2.0,2,False
963,2.0,5,True
964,2.0,3,False
965,2.0,5,False
966,2.0,3,False
967,2.0,3,True
968,2.0,2,False
969,1.0,,
970,2.0,1,False
971,2.0,4,False
972,2.0,4,False
973,1.0,,
974,2.0,1,False
975,2.0,5,True
976,2.0,5,True
977,2.0,2,True
978,1.0,,
979,2.0,5,False
980,1.0,,
981,2.0,3,True
982,2.0,3,False
983,1.0,,
984,1.0,,
985,2.0,5,True
986,2.0,3,True
987,1.0,,
988,1.0,,
989,2.0,1,False
990,2.0,2,False
991,1.0,,
992,2.0,5,False
993,2.0,3,True
994,2.0,3,False
995,2.0,5,True
996,1.0,,
997,1.0,,
998,2.0,5,False
999,1.0,,
1000,1.0,,
1001,2.0,4,True
1002,2.0,1,True
1003,2.0,4,False
1004,2.0,1,False
1005,1.0,,
1006,1.0,,
1007,2.0,5,False
1008,2.0,5,False
1009,1.0,,
1010,2.0,5,False
1011,1.0,,
1012,1.0,,
1013,1.0,,
1014,2.0,3,False
1015,2.0,2,False
1016,1.0,,
1017,1.0,,
1018,1.0,,
1019,2.0,4,False
1020,2.0,1,True
1021,1.0,,
1022,1.0,,
1023,2.0,4,False
1024,1.0,,
1025,2.0,5,True
1026,1.0,,
1027,1.0,,
1028,1.0,,
1029,2.0,1,False
1030,2.0,3,False
1031,1.0,,
1032,1.0,,
1033,1.0,,
1034,2.0,3,True
1035,2.0,2,False
1036,2.0,3,False
1037,2.0,2,True
1038,2.0,1,True
1039,2.0,3,True
1040,1.0,,
1041,1.0,,
1042,2.0,1,False
1043,1.0,,
1044,1.0,,
1045,2.0,2,True
1046,2.0,5,True
1047,2.0,1,False
1048,1.0,,
1049,2.0,1,False
1050,1.0,,
1051,2.0,1,True
1052,2.0,2,False
1053,1.0,,
1054,2.0,1,True
1055,2.0,1,False
1056,1.0,,
1057,2.0,4,False
1058,2.0,1,True
1059,1.0,,
1060,2.0,5,True
1061,2.0,5,True
1062,2.0,3,False
1063,2.0,1,True
1064,1.0,,
1065,2.0,1,True
1066,2.0,4,False
1067,2.0,3,True
1068,1.0,,
1069,1.0,,
1070,2.0,3,False
1071,2.0,5,False
1072,1.0,,
1073,1.0,,
1074,2.0,1,False
1075,1.0,,
1076,2.0,2,True
1077,1.0,,
1078,1.0,,
1079,2.0,4,True
1080,2.0,5,False
1081,2.0,1,True
1082,2.0,5,False
1083,2.0,4,False
1084,2.0,3,False
1085,1.0,,
1086,1.0,,
1087,1.0,,
1088,2.0,3,True
1089,2.0,4,False
1090,1.0,,
1091,2.0,3,False
1092,1.0,,
1093,2.0,1,True
1094,1.0,,
1095,2.0,4,False
1096,1.0,,
1097,2.0,5,True
1098,2.0,2,False
1099,2.0,5,False
1100,1.0,,
1101,2.0,2,True
1102,2.0,3,False
1103,2.0,2,True
1104,1.0,,
1105,1.0,,
1106,2.0,2,True
1107,1.0,,
1108,2.0,3,False
1109,2.0,2,True
1110,1.0,,
1111,2.0,4,False
1112,2.0,3,True
1113,2.0,5,True
1114,1.0,,
1115,2.0,4,True
1116,2.0,3,True
1117,2.0,1,True
1118,2.0,5,False
1119,2.0,3,False
1120,2.0,3,True
1121,1.0,,
1122,2.0,1,True
1123,1.0,,
1124,2.0,2,True
1125,1.0,,
1126,1.0,,
1127,1.0,,
1128,2.0,2,False
1129,2.0,4,True
1130,2.0,1,False
1131,2.0,3,False
1132,2.0,5,False
1133,2.0,2,True
1134,1.0,,
1135,2.0,3,True
1136,2.0,3,False
1137,2.0,2,False
1138,1.0,,
1139,2.0,3,False
1140,2.0,1,True
1141,2.0,2,False
1142,1.0,,
1143,2.0,2,False
1144,2.0,2,True
1145,1.0,,
1146,2.0,3,False
1147,2.0,3,False
1148,1.0,,
1149,1.0,,
1150,2.0,5,False
1151,2.0,2,False
1152,1.0,,
1153,1.0,,
1154,2.0,1,True
1155,1.0,,
1156,2.0,2,True
1157,1.0,,
1158,2.0,3,False
1159,2.0,2,True
1160,2.0,3,False
1161,1.0,,
1162,1.0,,
1163,1.0,,
1164,2.0,5,True
1165,2.0,1,True
1166,1.0,,
1167,2.0,2,True
1168,2.0,1,False
1169,1.0,,
1170,2.0,4,True
1171,2.0,3,True
1172,2.0,1,True
1173,1.0,,
1174,1.0,,
1175,2.0,1,False
1176,2.0,2,True
1177,1.0,,
1178,2.0,2,True
1179,1.0,,
1180,1.0,,
1181,2.0,5,True
1182,1.0,,
1183,2.0,2,True
1184,1.0,,
1185,2.0,4,True
1186,1.0,,
1187,1.0,,
1188,2.0,5,True
1189,1.0,,
1190,2.0,3,True
1191,2.0,1,False
1192,1.0,,
1193,1.0,,
1194,2.0,4,True
1195,1.0,,
1196,2.0,1,False
1197,2.0,5,False
1198,1.0,,
1199,2.0,4,True
1200,1.0,,
1201,2.0,3,True
1202,1.0,,
1203,2.0,4,True
1204,2.0,2,False
1205,2.0,3,True
1206,1.0,,
1207,2.0,5,True
1208,2.0,5,True
1209,1.0,,
1210,2.0,3,True
1211,2.0,1,False
1212,2.0,1,True
1213,1.0,,
1214,1.0,,
1215,2.0,2,False
1216,2.0,1,False
1217,2.0,4,True
1218,2.0,3,False
1219,1.0,,
1220,2.0,4,True
1221,2.0,1,False
1222,2.0,4,True
1223,2.0,1,True
1224,2.0,5,False
1225,2.0,1,True
1226,2.0,5,False
1227,2.0,5,True
1228,2.0,3,False
1229,2.0,4,True
1230,2.0,2,False
1231,2.0,2,False
1232,1.0,,
1233,1.0,,
1234,2.0,4,True
1235,2.0,3,False
1236,2.0,5,False
1237,2.0,2,True
1238,2.0,1,False
1239,2.0,4,False
1240,2.0,2,False
1241,2.0,1,True
1242,2.0,3,True
1243,2.0,1,True
1244,1.0,,
1245,1.0,,
1246,2.0,4,False
1247,2.0,5,True
1248,2.0,1,True
1249,2.0,5,True
1250,2.0,4,False
1251,2.0,4,False
1252,2.0,5,True
1253,1.0,,
1254,2.0,3,False
1255,2.0,5,False
1256,1.0,,
1257,2.0,1,True
1258,2.0,2,False
1259,1.0,,
1260,1.0,,
1261,1.0,,
1262,2.0,3,True
1263,1.0,,
1264,2.0,1,False
1265,1.0,,
1266,2.0,1,True
1267,2.0,2,False
1268,1.0,,
1269,2.0,3,False
1270,2.0,1,False
1271,2.0,5,False
1272,2.0,3,True
1273,1.0,,
1274,2.0,1,True
1275,2.0,2,False
1276,2.0,4,False
1277,2.0,2,False
1278,1.0,,
1279,2.0,5,False
1280,2.0,2,False
1281,2.0,2,True
1282,2.0,3,True
1283,1.0,,
1284,1.0,,
1285,1.0,,
1286,1.0,,
1287,1.0,,
1288,2.0,2,False
1289,2.0,4,False
1290,1.0,,
1291,2.0,5,False
1292,1.0,,
1293,1.0,,
1294,2.0,2,False
1295,2.0,2,True
1296,1.0,,
1297,2.0,5,False
1298,1.0,,
1299,2.0,1,False
1300,2.0,2,False
1301,2.0,5,True
1302,1.0,,
1303,2.0,5,False
1304,2.0,2,True
1305,2.0,3,False
1306,2.0,1,False
1307,1.0,,
1308,2.0,4,False
1309,2.0,4,True
1310,2.0,3,False
1311,2.0,2,True
1312,1.0,,
1313,1.0,,
1314,2.0,3,True
1315,2.0,2,True
1316,1.0,,
1317,2.0,4,True
1318,2.0,3,True
1319,2.0,5,False
1320,2.0,1,True
1321,2.0,3,True
1322,2.0,1,False
1323,2.0,1,True
1324,2.0,5,False
1325,2.0,3,True
1326,2.0,1,True
1327,2.0,4,False
1328,2.0,3,True
1329,2.0,1,True
1330,2.0,3,True
1331,1.0,,
1332,2.0,1,False
1333,2.0,4,True
1334,2.0,4,False
1335,2.0,2,True
1336,2.0,4,True
1337,2.0,1,False
1338,2.0,4,False
1339,1.0,,
1340,1.0,,
1341,2.0,2,False
1342,1.0,,
1343,2.0,2,False
1344,1.0,,
1345,2.0,3,True
1346,2.0,3,True
1347,1.0,,
1348,2.0,1,True
1349,2.0,1,True
1350,2.0,4,True
1351,2.0,3,True
1352,1.0,,
1353,2.0,1,True
1354,2.0,4,False
1355,2.0,4,False
1356,1.0,,
1357,2.0,2,True
1358,2.0,2,False
1359,2.0,3,False
1360,1.0,,
1361,2.0,5,True
1362,1.0,,
1363,2.0,2,True
1364,2.0,1,True
1365,1.0,,
1366,1.0,,
1367,1.0,,
1368,2.0,2,False
1369,2.0,4,False
1370,2.0,5,True
1371,1.0,,
1372,1.0,,
1373,2.0,2,True
1374,2.0,1,False
1375,2.0,3,False
1376,2.0,4,True
1377,2.0,4,False
1378,2.0,2,False
1379,2.0,4,False
1380,2.0,3,True
1381,2.0,1,False
1382,1.0,,
1383,1.0,,
1384,2.0,1,True
1385,1.0,,
1386,2.0,2,False
1387,2.0,2,True
1388,2.0,1,True
1389,1.0,,
1390,2.0,1,True
1391,2.0,4,True
1392,1.0,,
1393,1.0,,
1394,2.0,2,False
1395,2.0,5,True
1396,1.0,,
1397,2.0,5,True
1398,2.0,5,True
1399,2.0,2,False
1400,2.0,2,True
1401,2.0,2,True
1402,1.0,,
1403,2.0,2,True
1404,1.0,,
1405,1.0,,
1406,1.0,,
1407,1.0,,
1408,1.0,,
1409,2.0,2,False
1410,2.0,5,False
1411,2.0,3,False
1412,1.0,,
1413,2.0,3,True
1414,1.0,,
1415,2.0,2,True
1416,2.0,3,False
1417,1.0,,
1418,1.0,,
1419,1.0,,
1420,1.0,,
1421,2.0,2,True
1422,2.0,5,False
1423,2.0,1,False
1424,2.0,2,True
1425,2.0,3,False
1426,2.0,2,True
1427,1.0,,
1428,1.0,,
1429,2.0,3,False
1430,2.0,3,True
1431,2.0,4,True
1432,2.0,4,True
1433,1.0,,
1434,2.0,2,False
1435,2.0,3,True
1436,2.0,4,True
1437,1.0,,
1438,2.0,1,False
1439,1.0,,
1440,2.0,4,False
1441,1.0,,
1442,2.0,2,False
1443,2.0,3,False
1444,1.0,,
1445,1.0,,
1446,2.0,1,True
