id_produto,nome,categoria,preco
241,Fone,acessorio,1729.15
485,Relógio,eletronico,775.1
313,Celular,eletronico,1957.28
304,Fone,acessorio,4798.52
304,Fone,acessorio,4798.52
11,Relógio,acessorio,4027.07
46,Camisa,acessorio,4028.67
443,Notebook,roupa,4954.51
139,Celular,acessorio,2946.42
473,Notebook,acessorio,4984.66
151,Tênis,acessorio,120.46
173,Relógio,eletronico,706.59
258,Celular,eletronico,1004.55
9,Notebook,eletronico,4594.22
22,Relógio,acessorio,4524.06
83,Tênis,acessorio,2517.42
477,Camisa,roupa,2589.38
163,Fone,roupa,4911.23
125,Notebook,acessorio,676.31
241,Relógio,eletronico,3209.63
426,Celular,eletronico,3043.23
497,Notebook,roupa,2906.66
327,Notebook,eletronico,3485.93
352,Tênis,eletronico,1614.13
32,Notebook,eletronico,1985.12
109,Camisa,eletronico,767.58
465,Relógio,acessorio,2824.37
323,Celular,acessorio,4015.79
273,Tênis,acessorio,1505.33
326,Fone,eletronico,2116.11
122,Celular,roupa,1390.5
122,Relógio,acessorio,850.9
33,Celular,roupa,2077.2
413,Tênis,eletronico,4978.65
328,Celular,acessorio,2442.22
194,Notebook,acessorio,568.89
464,Camisa,acessorio,3309.98
424,Tênis,acessorio,3820.68
163,Notebook,eletronico,2076.05
143,Notebook,roupa,2446.78
23,Relógio,roupa,255.14
391,Relógio,roupa,3722.2
475,Relógio,acessorio,2851.47
3,Fone,roupa,3901.89
258,Fone,roupa,2691.64
258,Fone,roupa,2691.64
254,Tênis,roupa,3132.17
479,Camisa,roupa,44.68
294,Fone,roupa,3239.03
333,Relógio,roupa,1015.15
349,Camisa,roupa,551.33
169,Tênis,roupa,2362.91
57,Notebook,roupa,1759.77
499,Fone,roupa,199.36
244,Fone,roupa,45.25
164,Fone,roupa,652.2
443,Camisa,roupa,642.55
341,Camisa,acessorio,3328.46
373,Fone,eletronico,3484.68
268,Notebook,roupa,4623.17
274,Tênis,acessorio,4629.22
45,Relógio,acessorio,4412.28
473,Celular,acessorio,261.84
20,Tênis,acessorio,123.98
362,Notebook,roupa,1277.62
200,Camisa,eletronico,497.35
452,Relógio,acessorio,3367.18
492,Notebook,eletronico,1792.97
95,Fone,eletronico,1445.46
309,Relógio,roupa,2472.21
263,Celular,eletronico,4485.89
161,Relógio,acessorio,4892.6
370,Relógio,eletronico,4207.87
329,Notebook,roupa,737.29
263,Fone,eletronico,2040.59
279,Fone,eletronico,1175.7
407,Tênis,eletronico,2014.29
77,Relógio,acessorio,2173.43
57,Relógio,roupa,1338.65
160,Fone,acessorio,3706.1
381,Relógio,acessorio,4614.33
123,Tênis,roupa,389.96
459,Notebook,eletronico,3493.49
416,Camisa,eletronico,3661.26
481,Camisa,roupa,3299.83
122,Camisa,eletronico,1764.31
122,Camisa,eletronico,1764.31
444,Fone,acessorio,390.69
232,Relógio,eletronico,2909.55
209,Fone,eletronico,4059
36,Relógio,eletronico,2102.25
392,Fone,roupa,1000.38
96,Fone,eletronico,1802.71
346,Relógio,acessorio,1092.54
24,Celular,roupa,125.54
406,Notebook,eletronico,924.78
163,Fone,eletronico,1655.54
338,Fone,roupa,4890.9
244,Notebook,acessorio,3054.03
1,Tênis,eletronico,1235.06
113,Tênis,roupa,2765.82
478,Fone,roupa,2429.24
293,Fone,eletronico,1875.32
216,Notebook,acessorio,4715.02
416,Tênis,acessorio,410.66
214,Notebook,roupa,1169.87
437,Camisa,roupa,532.45
358,Relógio,eletronico,2573.62
91,Camisa,acessorio,4837.34
475,Notebook,roupa,134.24
364,Fone,acessorio,4729.53
161,Camisa,eletronico,2542.73
322,Celular,roupa,4715.38
483,Notebook,eletronico,1080.02
284,Tênis,eletronico,1795.83
7,Fone,acessorio,1261.89
18,Celular,roupa,4481.34
446,Fone,acessorio,163.42
80,Fone,roupa,2629.94
75,Notebook,acessorio,2710.87
52,Relógio,roupa,2075.82
427,Tênis,roupa,2754.76
270,Celular,eletronico,4433.56
101,Fone,roupa,4606.38
42,Tênis,acessorio,2675.92
460,Fone,roupa,1954.12
267,Camisa,acessorio,1068.17
267,Camisa,acessorio,1068.17
189,Tênis,eletronico,2510.6
314,Relógio,eletronico,2081.19
461,Camisa,acessorio,3148.95
84,Fone,roupa,3905.27
185,Fone,roupa,939.45
8,Celular,roupa,3355.02
341,Camisa,eletronico,471.96
352,Camisa,eletronico,2655.92
78,Notebook,acessorio,1246.73
228,Celular,roupa,86.46
127,Celular,roupa,4119.66
337,Camisa,eletronico,4186.89
68,Notebook,roupa,3559.52
270,Relógio,acessorio,4177.65
289,Camisa,acessorio,2733.5
463,Tênis,roupa,543.42
112,Celular,acessorio,4639.15
332,Celular,roupa,2907.97
100,Notebook,eletronico,2624.78
15,Notebook,eletronico,4133.32
431,Celular,eletronico,1133.13
359,Relógio,acessorio,231.85
328,Fone,eletronico,1540.65
256,Notebook,eletronico,850.23
48,Tênis,acessorio,4505.9
191,Camisa,roupa,1179.01
406,Notebook,roupa,1229.81
82,Tênis,roupa,1362.67
413,Fone,acessorio,3229.43
366,Celular,eletronico,3153.22
275,Notebook,roupa,2214.04
145,Notebook,roupa,4656.12
178,Camisa,roupa,3411.26
467,Tênis,acessorio,4195.12
57,Fone,roupa,2177.63
125,Tênis,eletronico,2820.72
400,Fone,eletronico,3495.49
239,Celular,roupa,1799.12
282,Notebook,roupa,3388.31
370,Relógio,roupa,3422.36
370,Relógio,roupa,3422.36
374,Fone,roupa,4666.41
372,Notebook,acessorio,4736.62
289,Camisa,eletronico,2325.18
167,Notebook,acessorio,777.86
121,Fone,acessorio,1772.31
456,Relógio,eletronico,1950.78
221,Notebook,eletronico,2595.44
407,Notebook,acessorio,341.24
4,Celular,eletronico,1648.69
272,Relógio,acessorio,960.14
411,Fone,roupa,615.74
403,Notebook,roupa,693.06
121,Tênis,roupa,308.78
233,Relógio,roupa,4994.95
55,Notebook,acessorio,2151.84
442,Relógio,roupa,608.8
13,Relógio,acessorio,1637.28
494,Tênis,eletronico,384.8
269,Relógio,acessorio,1490.96
174,Relógio,roupa,3042.29
289,Celular,acessorio,4272.55
210,Tênis,eletronico,32.8
31,Fone,roupa,3969.68
419,Fone,acessorio,890.93
427,Celular,roupa,2176.52
101,Relógio,roupa,1948.85
9,Fone,acessorio,2941.88
204,Celular,eletronico,2427.44
145,Fone,roupa,150.55
172,Notebook,acessorio,2162.59
147,Celular,acessorio,731.28
498,Fone,roupa,3337.57
449,Fone,roupa,1203.96
344,Fone,acessorio,3944.87
184,Tênis,acessorio,134.6
469,Tênis,acessorio,2784.59
86,Notebook,roupa,4476.7
349,Notebook,eletronico,3913.46
366,Relógio,eletronico,4674.78
188,Camisa,eletronico,1940.42
188,Camisa,eletronico,1940.42
453,Tênis,roupa,4308.06
444,Relógio,acessorio,2506.17
399,Celular,roupa,4686.91
248,Fone,eletronico,2562.88
409,Fone,eletronico,3552.8
323,Camisa,eletronico,3993.96
454,Camisa,roupa,3399.16
385,Tênis,roupa,27.9
79,Fone,acessorio,974.74
460,Notebook,roupa,4135.59
142,Camisa,acessorio,3703.13
458,Camisa,roupa,680.96
41,Notebook,acessorio,2173.12
431,Notebook,acessorio,297.98
247,Notebook,roupa,157.05
180,Celular,roupa,4789.21
480,Notebook,acessorio,909.12
99,Celular,roupa,2301.08
49,Celular,acessorio,3793.67
497,Tênis,roupa,3711.69
445,Tênis,roupa,2692.84
301,Relógio,roupa,263.77
290,Fone,acessorio,416.41
19,Tênis,eletronico,2294.61
248,Camisa,acessorio,4093
44,Celular,roupa,2448.49
325,Celular,acessorio,4411.21
471,Tênis,eletronico,220.74
49,Notebook,roupa,1239.06
60,Tênis,acessorio,1075.14
51,Tênis,roupa,3021.19
262,Camisa,acessorio,3114.04
246,Notebook,roupa,2550.38
118,Relógio,acessorio,1496.58
23,Relógio,acessorio,149.59
313,Camisa,eletronico,483.89
182,Notebook,roupa,1535.22
218,Tênis,eletronico,58.27
190,Relógio,roupa,408.66
211,Relógio,acessorio,3780.88
211,Relógio,acessorio,3780.88
196,Celular,roupa,876.2
68,Fone,acessorio,3585.14
122,Notebook,roupa,3629.94
222,Tênis,roupa,3771.83
487,Relógio,roupa,1596.46
358,Camisa,roupa,4374.01
441,Relógio,eletronico,3941.47
435,Camisa,roupa,4313.94
341,Fone,eletronico,4651.93
40,Notebook,acessorio,1567.64
51,Notebook,eletronico,1764.23
42,Relógio,acessorio,3889.56
454,Fone,eletronico,578.38
151,Fone,eletronico,792.1
376,Fone,eletronico,4711.73
439,Relógio,acessorio,4093.54
232,Camisa,eletronico,4122.49
432,Celular,eletronico,2357.26
57,Fone,roupa,652.31
388,Camisa,acessorio,4779.21
272,Camisa,roupa,3299.25
219,Camisa,roupa,3209.24
3,Relógio,acessorio,2374.49
309,Fone,roupa,3650.97
77,Celular,roupa,3418.2
485,Fone,eletronico,1859.27
195,Relógio,acessorio,154.38
372,Fone,roupa,3856.86
20,Notebook,roupa,497.06
85,Camisa,acessorio,101.28
321,Camisa,eletronico,4076.71
346,Camisa,acessorio,4207.36
85,Relógio,eletronico,4694.99
274,Relógio,eletronico,2776.48
9,Celular,acessorio,81.25
500,Tênis,eletronico,3388.66
65,Relógio,acessorio,4359.82
240,Fone,roupa,4566.5
344,Tênis,acessorio,775.12
134,Relógio,eletronico,3693.55
134,Relógio,eletronico,3693.55
466,Relógio,acessorio,4444.47
27,Notebook,eletronico,3362.4
171,Celular,eletronico,3046.82
315,Fone,acessorio,2132.65
436,Tênis,acessorio,1713.27
258,Relógio,acessorio,605.06
258,Celular,roupa,4531.43
399,Fone,eletronico,2927.92
144,Notebook,eletronico,3440.26
2,Celular,eletronico,4553.06
275,Celular,acessorio,2248.89
452,Tênis,roupa,1337.65
64,Fone,roupa,985.41
115,Tênis,eletronico,115.16
200,Camisa,eletronico,2634.96
35,Celular,acessorio,1634.48
123,Notebook,roupa,4213.1
191,Celular,acessorio,2621.8
204,Fone,acessorio,4752.33
226,Tênis,roupa,1210.19
76,Fone,eletronico,2280.4
181,Relógio,eletronico,76.46
159,Notebook,eletronico,4904.28
457,Relógio,roupa,3081.26
355,Celular,roupa,835.74
429,Camisa,acessorio,4270.08
480,Tênis,roupa,1734.37
380,Celular,acessorio,3015.11
104,Fone,eletronico,1257.04
153,Relógio,eletronico,482.74
323,Notebook,roupa,3749.24
136,Tênis,acessorio,3745.5
423,Notebook,acessorio,1899.52
190,Relógio,acessorio,3712.41
181,Camisa,acessorio,2839.38
356,Tênis,acessorio,3037.43
446,Camisa,acessorio,733.21
198,Camisa,roupa,1748.16
194,Tênis,acessorio,3486.63
165,Camisa,eletronico,3398.87
165,Camisa,eletronico,3398.87
172,Notebook,acessorio,4349.3
161,Celular,roupa,1011.55
22,Camisa,roupa,95.96
11,Notebook,eletronico,1124.25
211,Notebook,acessorio,3859.36
128,Camisa,acessorio,3663.98
292,Tênis,eletronico,1416
275,Notebook,eletronico,4684.3
210,Tênis,eletronico,1447.02
109,Relógio,eletronico,2191.79
482,Tênis,acessorio,2363.34
279,Camisa,roupa,4755.52
165,Relógio,roupa,327.32
298,Camisa,roupa,430.18
124,Camisa,acessorio,723.5
483,Tênis,eletronico,4110.05
369,Fone,roupa,3560.81
184,Notebook,eletronico,3011.86
93,Tênis,acessorio,3073.11
39,Notebook,eletronico,1597.68
384,Notebook,eletronico,1879.4
80,Tênis,eletronico,300.23
412,Celular,acessorio,541.29
162,Camisa,roupa,3475.36
200,Fone,eletronico,1278.46
39,Relógio,eletronico,724.36
363,Notebook,acessorio,1198.83
122,Relógio,roupa,1925.02
27,Relógio,roupa,1719.43
193,Fone,eletronico,2687.7
114,Fone,roupa,974.73
3,Fone,eletronico,318.7
63,Celular,acessorio,3538.28
204,Fone,acessorio,1144.06
421,Celular,acessorio,3669.25
200,Camisa,roupa,4967.3
385,Relógio,eletronico,4784.74
323,Fone,acessorio,4168.89
338,Celular,acessorio,584.74
432,Tênis,roupa,1453.39
432,Tênis,roupa,1453.39
226,Camisa,roupa,485.81
461,Notebook,acessorio,2993.77
174,Relógio,acessorio,1620.52
126,Notebook,eletronico,3866.7
376,Relógio,acessorio,2422.34
349,Camisa,acessorio,3627
162,Notebook,roupa,886.64
295,Camisa,roupa,3708.36
390,Celular,eletronico,2645.34
41,Celular,acessorio,553.05
181,Tênis,eletronico,970.94
382,Camisa,eletronico,4932.07
292,Fone,eletronico,4779.02
68,Tênis,acessorio,3174.19
372,Fone,eletronico,84.91
81,Camisa,eletronico,3358.38
133,Camisa,roupa,2200.34
13,Notebook,eletronico,4998.5
361,Relógio,acessorio,3032.69
424,Camisa,eletronico,3399.97
82,Celular,acessorio,2892.6
65,Notebook,eletronico,908.59
466,Fone,acessorio,4904.72
406,Fone,roupa,3832.93
257,Notebook,roupa,4168.15
244,Fone,acessorio,4457.51
391,Fone,acessorio,4510
149,Celular,roupa,1422.05
372,Fone,acessorio,3203.51
162,Camisa,acessorio,4187.57
470,Fone,roupa,935.56
9,Fone,acessorio,1638.17
15,Tênis,roupa,3702.02
442,Relógio,eletronico,97.27
137,Celular,roupa,3708.17
13,Tênis,acessorio,580.95
146,Celular,eletronico,1660.37
149,Relógio,eletronico,1642.07
46,Camisa,eletronico,3394.71
138,Camisa,acessorio,4404.29
138,Camisa,acessorio,4404.29
18,Fone,roupa,109.24
80,Notebook,eletronico,3608.29
16,Celular,acessorio,3906.31
364,Camisa,acessorio,4945.41
180,Celular,eletronico,924.58
344,Relógio,eletronico,4889.97
499,Celular,roupa,732.45
114,Celular,acessorio,3165.84
400,Fone,acessorio,3293.1
355,Fone,roupa,2460.19
226,Camisa,eletronico,3129.91
374,Relógio,eletronico,325.11
72,Notebook,roupa,710.36
75,Notebook,roupa,3958.85
429,Camisa,eletronico,3767.99
195,Fone,roupa,4019.55
16,Celular,acessorio,1708.93
223,Camisa,roupa,1433.99
386,Celular,roupa,1219.47
319,Camisa,roupa,3094.69
8,Tênis,eletronico,180.89
270,Tênis,acessorio,4799.87
358,Camisa,eletronico,203.48
299,Notebook,roupa,3797.95
234,Fone,eletronico,4510.89
407,Celular,acessorio,4988.68
209,Celular,roupa,4573.33
93,Fone,roupa,4473.76
236,Fone,roupa,3799.32
452,Relógio,eletronico,4670.44
260,Notebook,eletronico,3006.09
205,Relógio,roupa,2820.95
348,Notebook,acessorio,3819.4
46,Fone,acessorio,794.48
149,Celular,acessorio,4155.37
487,Fone,eletronico,92.17
69,Camisa,eletronico,1197.2
131,Fone,eletronico,3547.8
269,Camisa,roupa,4214.94
72,Relógio,acessorio,2785.6
72,Relógio,acessorio,2785.6
442,Camisa,acessorio,3649.9
495,Fone,roupa,1552.46
97,Celular,roupa,1854.11
20,Relógio,roupa,109.6
97,Camisa,eletronico,1484.92
149,Camisa,acessorio,2617.23
4,Notebook,eletronico,2161.32
152,Relógio,eletronico,459.59
71,Camisa,roupa,52.03
302,Relógio,acessorio,1896.41
79,Celular,eletronico,1258.63
441,Notebook,acessorio,461.89
407,Notebook,acessorio,470.35
16,Fone,eletronico,748.07
286,Celular,eletronico,3814.8
336,Relógio,eletronico,1424.58
78,Tênis,eletronico,2813.89
341,Relógio,eletronico,4778.35
297,Fone,roupa,1075.4
160,Camisa,roupa,4127.12
241,Fone,acessorio,2172.43
151,Camisa,eletronico,108.27
267,Fone,roupa,3512.52
120,Celular,eletronico,3354.07
387,Relógio,roupa,2343.9
71,Tênis,eletronico,340.27
135,Fone,roupa,3643.53
416,Tênis,acessorio,2428.84
230,Fone,roupa,939.96
460,Fone,roupa,4139.24
21,Notebook,acessorio,199.87
94,Celular,acessorio,1515.74
422,Celular,roupa,707.61
318,Notebook,eletronico,915.42
263,Celular,roupa,1622.34
336,Relógio,eletronico,127.15
291,Tênis,eletronico,2983.72
231,Celular,roupa,2207.04
174,Relógio,roupa,2555.77
463,Notebook,roupa,538.19
463,Notebook,roupa,538.19
64,Notebook,eletronico,2907.17
190,Notebook,eletronico,488.38
413,Fone,roupa,2290.24
9,Camisa,eletronico,2116.43
496,Fone,eletronico,2676.81
30,Relógio,acessorio,226.64
355,Fone,roupa,2759.94
492,Tênis,roupa,2804.56
40,Relógio,roupa,717.53
44,Camisa,acessorio,1124.11
466,Relógio,acessorio,2552.31
267,Notebook,roupa,960.32
24,Relógio,acessorio,1463.76
154,Celular,roupa,4774.93
157,Relógio,roupa,4546.54
206,Tênis,eletronico,2123.7
30,Camisa,acessorio,2351.49
468,Relógio,roupa,3645.93
287,Fone,roupa,4068.97
331,Relógio,roupa,4280.2
324,Relógio,roupa,725.81
77,Celular,eletronico,4420.71
230,Camisa,eletronico,1262.42
460,Tênis,acessorio,4647.63
306,Fone,roupa,4708.1
300,Fone,acessorio,3091.4
325,Fone,roupa,683.87
495,Notebook,roupa,4078.86
127,Tênis,acessorio,4559.36
137,Camisa,acessorio,3358.93
465,Camisa,acessorio,1178.7
292,Celular,acessorio,3799.36
329,Relógio,acessorio,53.28
143,Fone,acessorio,196.99
460,Relógio,eletronico,1032.96
79,Tênis,acessorio,1152.26
119,Notebook,eletronico,341.14
455,Relógio,roupa,3755.83
53,Notebook,acessorio,2024.72
178,Celular,eletronico,305.77
178,Celular,eletronico,305.77
96,Tênis,acessorio,4051.76
418,Notebook,eletronico,1849.68
189,Fone,roupa,1140.37
7,Notebook,eletronico,165.9
381,Celular,roupa,3256.54
487,Fone,roupa,2597.91
483,Tênis,roupa,2408.56
73,Notebook,roupa,4934.03
310,Celular,acessorio,4106.27
158,Tênis,acessorio,1229.94
10,Celular,roupa,2579.61
243,Tênis,eletronico,3430.77
366,Celular,roupa,757.17
427,Fone,acessorio,2317
387,Relógio,acessorio,376.91
304,Relógio,acessorio,322.3
31,Celular,eletronico,3160.48
474,Fone,acessorio,4309.61
152,Relógio,roupa,26.9
442,Celular,eletronico,3430.56
105,Notebook,eletronico,914.05
24,Camisa,eletronico,4574.11
375,Fone,eletronico,2177.41
46,Tênis,acessorio,2874.99
317,Relógio,acessorio,3889.46
98,Relógio,acessorio,4397.69
66,Tênis,acessorio,165.56
342,Relógio,roupa,4052.63
319,Tênis,eletronico,2031.77
407,Tênis,acessorio,2463.46
241,Tênis,roupa,4982.96
115,Camisa,acessorio,3521.17
186,Camisa,eletronico,3954.25
160,Tênis,eletronico,3329.05
351,Relógio,eletronico,1209.23
198,Notebook,eletronico,3791.92
336,Relógio,eletronico,4133.35
498,Tênis,roupa,1022.13
352,Tênis,roupa,4572.7
459,Tênis,roupa,3482.92
459,Tênis,roupa,3482.92
20,Relógio,eletronico,264.3
330,Notebook,acessorio,4582.43
380,Celular,roupa,2770.57
12,Relógio,roupa,3758.7
410,Tênis,roupa,3212.97
